unified_customer_id,telco_customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,churn_label,total_charges_missing_flag,customer_source_system,identity_resolution_method,identity_confidence_score,total_charges_imputed,avg_monthly_spend,estimated_customer_lifetime_value,monthly_charge_to_tenure_ratio,is_month_to_month_contract,is_electronic_check,no_tech_support_flag,no_online_security_flag,payment_risk_score,customer_value_segment,tenure_segment,activity_line_count,invoice_count,first_activity_date,last_activity_date,active_day_count,total_quantity,net_activity_revenue,avg_unit_price,distinct_product_count,return_line_count,countries_count,primary_activity_country,anonymous_activity_line_count,avg_activity_mapping_confidence,gross_activity_revenue,return_amount,avg_invoice_value,return_rate,purchase_frequency_per_active_day,activity_span_days,inactivity_days,activity_recency_score,activity_frequency_score,activity_monetary_score,recency_frequency_metrics,engagement_score,support_ticket_count,open_ticket_count,closed_ticket_count,critical_ticket_count,high_priority_ticket_count,low_satisfaction_ticket_count,complaint_ticket_count,refund_or_cancel_ticket_count,unresolved_ticket_count,avg_satisfaction_rating,min_satisfaction_rating,avg_resolution_hours,max_resolution_hours,latest_support_time,primary_ticket_type,primary_ticket_priority,primary_ticket_channel,avg_support_mapping_confidence,open_ticket_rate,critical_ticket_rate,low_satisfaction_rate,complaint_frequency,support_burden_score,has_activity_flag,has_support_flag,no_activity_flag,support_to_tenure_ratio,complaints_per_tenure_month,monthly_spend_per_invoice,customer_health_score,activity_status
CUST0003762,5297-MDOIR,female,0,yes,no,63,yes,no,fiber_optic,yes,no,yes,no,no,no,one_year,yes,credit_card_automatic,81.15,5224.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,5224.5,82.92857142857143,5112.450000000001,1.26796875,0,0,1,0,0.2,high_value,49_plus_months,32.0,8.0,2010-02-24 16:51:00,2011-11-22 09:40:00,8.0,1132.0,3204.1600000000003,4.2284375,17.0,1.0,1.0,United Kingdom,1.0,0.6859375,3204.1600000000003,0.0,400.52000000000004,0.03125,1.0,635.0,17.0,0.9769647696476965,0.013725490196078431,0.005617582266690307,0.5917,0.4456,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,2023-06-01 17:25:34,technical_issue,high,email,0.45,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.015625,0.015625,10.366071428571429,0.657,active_0_30_days
CUST0003763,5298-GSTLM,female,1,no,no,60,yes,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,yes,bank_transfer_automatic,101.4,6176.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,6176.6,102.94333333333334,6084.0,1.6622950819672133,0,0,1,0,0.2,high_value,49_plus_months,424.0,10.0,2010-03-18 14:14:00,2011-09-16 11:51:00,9.0,2115.0,4765.69,4.618231132075471,376.0,8.0,1.0,United Kingdom,281.0,0.40176886792452826,4829.68,63.989999999999995,476.56899999999996,0.018867924528301886,1.1111111111111112,546.0,84.0,0.8861788617886179,0.01764705882352941,0.008355280520493148,0.5388,0.4066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,10.294333333333334,0.6976,active_31_90_days
CUST0003764,5299-RULOA,female,0,yes,yes,10,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month_to_month,yes,electronic_check,100.25,1064.65,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,1064.65,106.465,1002.5,9.113636363636363,1,1,1,0,1.0,emerging_value,7_12_months,32.0,4.0,2010-01-10 10:37:00,2011-05-05 09:17:00,4.0,1090.0,923.5799999999999,1.4125,31.0,1.0,1.0,United Kingdom,0.0,0.7,939.48,15.9,230.895,0.03125,1.0,479.0,218.0,0.7046070460704608,0.0058823529411764705,0.0016192345668973563,0.4251,0.3195,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,-4.433333333333334,-4.433333333333334,2023-06-01 13:19:32,billing_inquiry,low,social_media,0.65,0.0,0.0,0.0,1.0,0.0403,1,1,0,0.09090909090909091,0.09090909090909091,26.61625,0.3886,inactive_90_plus_days
CUST0003765,5299-SJCZT,male,0,no,no,3,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,bank_transfer_automatic,101.55,298.35,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,298.35,99.45,304.65,25.3875,1,0,1,1,0.55,low_value,0_6_months,650.0,5.0,2010-06-15 15:54:00,2011-10-25 14:35:00,5.0,1318.0,3402.38,3.2787692307692304,535.0,0.0,1.0,United Kingdom,220.0,0.5476923076923077,3402.38,0.0,680.476,0.0,1.0,496.0,44.0,0.940379403794038,0.00784313725490196,0.005965104599190355,0.5674,0.4271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,19.89,0.5171,active_31_90_days
CUST0003766,5301-GAUUY,male,0,no,no,32,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,bank_transfer_automatic,80.35,2596.15,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,2596.15,81.1296875,2571.2,2.4348484848484846,1,0,1,1,0.55,established_value,25_48_months,76.0,3.0,2010-10-07 19:51:00,2011-11-30 14:25:00,3.0,195.0,552.66,2.9636842105263157,75.0,1.0,1.0,United Kingdom,3.0,0.682236842105263,552.66,0.0,184.22000000000003,0.013157894736842105,1.0,418.0,8.0,0.989159891598916,0.00392156862745098,0.0009689319558040375,0.5951,0.4467,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,2023-06-01 00:40:58,billing_inquiry,critical,social_media,0.55,1.0,0.5,0.0,1.0,0.4081,1,1,0,0.06060606060606061,0.06060606060606061,27.043229166666666,0.4833,active_0_30_days
CUST0003767,5302-BDJNT,male,0,no,no,35,yes,yes,fiber_optic,no,no,yes,yes,yes,no,month_to_month,no,electronic_check,95.5,3418.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,3418.2,97.66285714285713,3342.5,2.6527777777777777,1,1,0,1,0.8,established_value,25_48_months,16.0,4.0,2011-01-05 11:47:00,2011-07-19 14:28:00,4.0,574.0,195.74,0.5575,15.0,0.0,1.0,United Kingdom,0.0,0.7,195.74,0.0,48.935,0.0,1.0,195.0,142.0,0.8075880758807588,0.0058823529411764705,0.0003431743586094205,0.4869,0.3655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,24.415714285714284,0.5091,inactive_90_plus_days
CUST0003768,5304-EFJLP,male,1,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,111.65,8022.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,8022.85,111.42847222222223,8038.8,1.5294520547945207,0,0,0,1,0.2,high_value,49_plus_months,30.0,1.0,2011-06-09 16:16:00,2011-06-09 16:16:00,1.0,176.0,161.38,2.6510000000000002,30.0,0.0,1.0,United Kingdom,0.0,0.7,161.38,0.0,161.38,0.0,1.0,0.0,182.0,0.7533875338753387,0.0,0.00028293388164089237,0.452,0.3391,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,3.0,0.049999999999999524,20.9,2023-06-01 18:26:18,technical_issue,high,chat,0.5166666666666667,0.0,0.0,0.0,1.0,0.1665,1,1,0,0.0410958904109589,0.0410958904109589,111.42847222222223,0.654,inactive_90_plus_days
CUST0003769,5306-BVTKJ,male,0,yes,yes,48,yes,no,dsl,no,yes,yes,no,no,no,one_year,yes,credit_card_automatic,55.8,2651.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,2651.2,55.23333333333333,2678.3999999999996,1.1387755102040815,0,0,1,1,0.2,established_value,25_48_months,950.0,3.0,2009-12-08 15:49:00,2011-06-22 10:13:00,3.0,1964.0,10378.39,6.765715789473685,749.0,0.0,1.0,United Kingdom,942.0,0.2537894736842105,10378.39,0.0,3459.463333333333,0.0,1.0,560.0,170.0,0.7696476964769647,0.00392156862745098,0.01819555191401054,0.4634,0.3514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,18.411111111111108,0.6506,inactive_90_plus_days
CUST0003770,5307-DZCVC,female,1,yes,no,32,yes,yes,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,credit_card_automatic,85.95,2628.6,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,2628.6,82.14375,2750.4,2.6045454545454545,1,0,1,1,0.55,established_value,25_48_months,580.0,13.0,2010-05-14 11:59:00,2011-11-30 11:32:00,13.0,2020.0,4181.28,3.1581724137931033,371.0,0.0,1.0,United Kingdom,161.0,0.5750862068965517,4181.28,0.0,321.63692307692304,0.0,1.0,564.0,9.0,0.9878048780487805,0.023529411764705882,0.007330683979597413,0.6021,0.4542,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,4.716666666666667,4.716666666666667,2023-06-01 12:10:39,billing_inquiry,critical,phone,0.5166666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.4265,1,1,0,0.09090909090909091,0.09090909090909091,6.31875,0.4817,active_0_30_days
CUST0003771,5307-UVGNB,female,0,yes,yes,53,no,no_phone_service,dsl,yes,yes,yes,no,no,yes,month_to_month,yes,bank_transfer_automatic,48.7,2495.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,2495.2,47.079245283018864,2581.1000000000004,0.9018518518518519,1,0,1,0,0.55,established_value,49_plus_months,36.0,3.0,2011-04-08 14:20:00,2011-05-18 09:23:00,3.0,253.0,592.88,4.401111111111111,35.0,1.0,1.0,United Kingdom,1.0,0.6875,612.78,19.9,197.62666666666667,0.027777777777777776,1.0,39.0,205.0,0.7222222222222222,0.00392156862745098,0.0010394462743044508,0.4349,0.3266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,15.693081761006288,0.5811,inactive_90_plus_days
CUST0003772,5309-TAIKL,female,0,no,no,7,yes,no,dsl,no,no,yes,yes,no,yes,month_to_month,no,bank_transfer_automatic,62.8,418.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,418.3,59.75714285714286,439.59999999999997,7.85,1,0,0,1,0.35,emerging_value,7_12_months,92.0,5.0,2010-04-21 15:50:00,2011-06-03 11:42:00,4.0,321.0,653.4,2.4517391304347824,66.0,1.0,1.0,United Kingdom,2.0,0.6902173913043478,657.75,4.35,130.68,0.010869565217391304,1.25,407.0,189.0,0.7439024390243902,0.00784313725490196,0.0011455508629579817,0.4495,0.3377,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,-14.716666666666669,-14.716666666666669,2023-06-01 22:58:58,product_inquiry,critical,email,0.55,0.5,0.5,0.0,0.5,0.2766,1,1,0,0.25,0.125,11.951428571428572,0.4605,inactive_90_plus_days
CUST0003773,5310-NOOVA,male,0,no,no,46,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,electronic_check,19.95,907.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,907.05,19.718478260869563,917.6999999999999,0.42446808510638295,0,1,0,0,0.45,emerging_value,25_48_months,47.0,5.0,2010-02-25 09:40:00,2010-11-11 19:54:00,5.0,2822.0,4255.43,2.9012765957446804,42.0,6.0,1.0,United Kingdom,0.0,0.7,4376.25,120.82000000000001,851.086,0.1276595744680851,1.0,259.0,392.0,0.46883468834688347,0.00784313725490196,0.007460684892496609,0.2844,0.2152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,3.9436956521739126,0.5419,inactive_90_plus_days
CUST0003774,5311-IHLEI,male,0,no,no,12,no,no_phone_service,dsl,yes,yes,no,yes,yes,no,month_to_month,yes,bank_transfer_automatic,50.95,605.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,605.75,50.479166666666664,611.4000000000001,3.9192307692307695,1,0,0,0,0.55,emerging_value,7_12_months,55.0,9.0,2009-12-16 11:56:00,2011-12-01 15:11:00,9.0,803.0,1720.81,2.9103636363636363,38.0,1.0,1.0,United Kingdom,1.0,0.6918181818181818,1720.81,0.0,191.20111111111112,0.01818181818181818,1.0,715.0,7.0,0.9905149051490515,0.01568627450980392,0.0030169503833589293,0.6006,0.4518,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,,refund_request,low,email,0.65,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.07692307692307693,0.07692307692307693,5.608796296296296,0.4833,active_0_30_days
CUST0003775,5312-IRCFR,female,0,yes,yes,64,yes,yes,fiber_optic,no,yes,yes,no,no,yes,one_year,yes,electronic_check,92.85,5980.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,5980.75,93.44921875,5942.4,1.4284615384615384,0,1,1,1,0.65,high_value,49_plus_months,94.0,7.0,2010-10-13 15:07:00,2011-10-11 14:22:00,2.0,2149.0,2952.51,1.5795744680851063,84.0,2.0,1.0,United Kingdom,0.0,0.7,2967.51,15.0,421.7871428571429,0.02127659574468085,3.5,362.0,58.0,0.9214092140921409,0.011764705882352941,0.005176385641861143,0.5576,0.4198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,13.349888392857142,0.6213,active_31_90_days
CUST0003776,5312-TSZVC,female,0,no,yes,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.65,270.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,270.6,18.040000000000003,294.75,1.228125,0,0,0,0,0.0,low_value,13_24_months,345.0,6.0,2010-05-23 10:52:00,2011-10-13 12:59:00,5.0,877.0,1430.14,2.1097101449275364,256.0,1.0,1.0,United Kingdom,0.0,0.7,1450.04,19.9,238.35666666666665,0.002898550724637681,1.2,508.0,56.0,0.924119241192412,0.00980392156862745,0.002507343298363526,0.5584,0.4198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,3.0066666666666673,0.6492,active_31_90_days
CUST0003777,5312-UXESG,female,0,no,no,41,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,no,bank_transfer_automatic,98.05,3990.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,3990.6,97.33170731707317,4020.0499999999997,2.3345238095238097,1,0,1,1,0.35,high_value,25_48_months,56.0,8.0,2010-10-10 15:26:00,2011-11-29 10:00:00,8.0,1269.0,895.62,1.676607142857143,30.0,1.0,1.0,United Kingdom,2.0,0.6839285714285713,895.62,0.0,111.9525,0.017857142857142856,1.0,414.0,10.0,0.986449864498645,0.013725490196078431,0.001570214667711092,0.5974,0.449,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.316666666666667,3.316666666666667,2023-06-01 19:26:35,cancellation_request,low,chat,0.45,0.0,0.0,1.0,1.0,0.2069,1,1,0,0.023809523809523808,0.023809523809523808,12.166463414634146,0.5933,active_0_30_days
CUST0003778,5313-FPXWG,male,0,no,no,51,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_automatic,24.6,1266.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,1266.4,24.83137254901961,1254.6000000000001,0.4730769230769231,0,0,0,0,0.2,emerging_value,49_plus_months,79.0,3.0,2011-02-04 09:10:00,2011-12-08 13:58:00,3.0,848.0,1201.03,7.999493670886077,79.0,0.0,1.0,United Kingdom,63.0,0.3411392405063291,1201.03,0.0,400.3433333333333,0.0,1.0,307.0,0.0,1.0,0.00392156862745098,0.0021056641459112715,0.6016,0.4518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,8.277124183006537,0.697,active_0_30_days
CUST0003779,5315-CKEQK,male,1,yes,yes,28,yes,yes,dsl,no,no,no,no,no,no,one_year,yes,electronic_check,51.0,1381.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,1381.8,49.35,1428.0,1.7586206896551724,0,1,1,1,0.65,established_value,25_48_months,88.0,6.0,2009-12-07 10:33:00,2011-01-27 16:05:00,6.0,789.0,1709.39,4.917272727272728,63.0,6.0,1.0,United Kingdom,0.0,0.7,1772.49,63.099999999999994,284.89833333333337,0.06818181818181818,1.0,416.0,315.0,0.5731707317073171,0.00980392156862745,0.0029969286648787027,0.3478,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,8.225,0.4831,inactive_90_plus_days
CUST0003780,5317-FLPJF,female,0,no,no,66,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,61.35,4193.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,4193.4,63.53636363636363,4049.1,0.9156716417910448,0,0,0,0,0.2,high_value,49_plus_months,290.0,16.0,2009-12-14 15:38:00,2011-10-24 16:10:00,16.0,1835.0,4306.4,3.60996551724138,171.0,0.0,1.0,United Kingdom,3.0,0.6953448275862069,4306.4,0.0,269.15,0.0,1.0,679.0,45.0,0.9390243902439024,0.029411764705882353,0.007550046275240667,0.5752,0.4344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,3.971022727272727,0.7213,active_31_90_days
CUST0003781,5318-IXUZF,female,0,no,no,2,yes,no,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,bank_transfer_automatic,87.15,183.75,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,183.75,91.875,174.3,29.05,1,0,1,1,0.55,low_value,0_6_months,382.0,15.0,2009-12-02 13:34:00,2011-11-10 16:03:00,15.0,6152.0,14644.6,3.2511780104712042,144.0,0.0,1.0,United Kingdom,0.0,0.7,14644.6,0.0,976.3066666666667,0.0,1.0,708.0,28.0,0.962059620596206,0.027450980392156862,0.02567513646720915,0.5882,0.4477,3.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,2023-06-01 20:25:37,cancellation_request,critical,email,0.5833333333333334,1.0,0.3333333333333333,0.0,0.6666666666666666,0.4331,1,1,0,1.0,0.6666666666666666,6.125,0.415,active_0_30_days
CUST0003782,5318-YKDPV,male,0,yes,yes,43,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,yes,credit_card_automatic,79.15,3566.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,3566.6,82.94418604651163,3403.4500000000003,1.7988636363636366,0,0,0,0,0.2,established_value,25_48_months,122.0,4.0,2009-12-13 12:19:00,2011-12-04 16:08:00,4.0,466.0,1253.57,4.6668032786885245,121.0,0.0,1.0,United Kingdom,47.0,0.5266393442622951,1253.57,0.0,313.3925,0.0,1.0,721.0,4.0,0.994579945799458,0.0058823529411764705,0.002197778076642542,0.5991,0.4501,3.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,5.0,7.333333333333333,7.333333333333333,2023-06-01 16:34:55,billing_inquiry,low,chat,0.65,0.6666666666666666,0.0,0.0,1.0,0.3155,1,1,0,0.06818181818181818,0.06818181818181818,20.736046511627908,0.6007,active_0_30_days
CUST0003783,5320-BRKGK,female,0,yes,yes,58,yes,yes,dsl,yes,no,yes,yes,yes,no,two_year,no,mailed_check,75.8,4415.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,4415.75,76.13362068965517,4396.4,1.2847457627118644,0,0,0,0,0.0,high_value,49_plus_months,432.0,21.0,2009-12-01 11:50:00,2011-12-02 12:12:00,19.0,2364.0,5627.07,3.9247222222222224,373.0,10.0,1.0,United Kingdom,245.0,0.4447916666666667,5679.72,52.650000000000006,267.9557142857143,0.023148148148148147,1.105263157894737,731.0,7.0,0.9905149051490515,0.0392156862745098,0.00986546509706913,0.61,0.4614,3.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,2023-06-01 19:36:21,billing_inquiry,medium,chat,0.65,1.0,0.3333333333333333,0.0,1.0,0.4331,1,1,0,0.05084745762711865,0.05084745762711865,3.625410509031199,0.6471,active_0_30_days
CUST0003784,5321-NTRKC,male,0,yes,yes,66,yes,yes,dsl,no,yes,yes,no,yes,yes,two_year,no,bank_transfer_automatic,79.85,5234.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,5234.95,79.31742424242424,5270.099999999999,1.1917910447761193,0,0,1,1,0.0,high_value,49_plus_months,103.0,4.0,2010-07-20 12:32:00,2010-12-20 16:09:00,4.0,1271.0,1438.17,3.508155339805825,98.0,0.0,1.0,United Kingdom,7.0,0.6694174757281552,1438.17,0.0,359.5425,0.0,1.0,153.0,353.0,0.521680216802168,0.0058823529411764705,0.00252142161704971,0.3154,0.2373,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2023-06-01 17:20:43,cancellation_request,medium,chat,0.45,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.014925373134328358,0.014925373134328358,19.82935606060606,0.62,inactive_90_plus_days
CUST0003785,5322-TEUJK,female,0,yes,yes,71,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_automatic,114.6,8100.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,8100.25,114.08802816901408,8136.599999999999,1.5916666666666666,0,0,0,0,0.0,high_value,49_plus_months,55.0,4.0,2010-04-01 13:58:00,2010-10-13 15:14:00,4.0,296.0,987.48,5.916727272727273,53.0,0.0,1.0,United Kingdom,0.0,0.7,987.48,0.0,246.87,0.0,1.0,195.0,421.0,0.4295392953929539,0.0058823529411764705,0.0017312650231921453,0.2601,0.1957,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,,technical_issue,low,phone,0.45,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.013888888888888888,0.013888888888888888,28.52200704225352,0.6137,inactive_90_plus_days
CUST0003786,5322-ZSMZY,male,0,yes,yes,31,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.75,755.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,755.6,24.374193548387098,798.25,0.8046875,0,0,0,0,0.0,emerging_value,25_48_months,560.0,16.0,2009-12-02 10:09:00,2011-10-19 11:53:00,12.0,5465.0,12922.34,4.736928571428571,436.0,6.0,1.0,United Kingdom,335.0,0.43080357142857145,13013.49,91.15,807.64625,0.010714285714285714,1.3333333333333333,686.0,51.0,0.9308943089430894,0.029411764705882353,0.022655643921696427,0.5703,0.4337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.5233870967741936,0.6881,active_31_90_days
CUST0003787,5324-KTGCG,male,0,yes,no,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,20.85,1539.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,1539.75,21.68661971830986,1480.3500000000001,0.28958333333333336,0,1,0,0,0.45,established_value,49_plus_months,18.0,3.0,2009-12-22 13:44:00,2010-06-13 13:49:00,3.0,73.0,664.2,4.275,15.0,1.0,1.0,United Kingdom,1.0,0.6749999999999999,664.2,0.0,221.4,0.05555555555555555,1.0,173.0,543.0,0.2642276422764228,0.00392156862745098,0.0011644855879655517,0.1601,0.1205,3.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,2023-06-01 19:44:29,product_inquiry,critical,email,0.5833333333333334,1.0,0.3333333333333333,0.0,0.6666666666666666,0.4331,1,1,0,0.041666666666666664,0.027777777777777776,7.22887323943662,0.4478,inactive_90_plus_days
CUST0003788,5325-UWTWJ,male,0,yes,no,31,yes,yes,fiber_optic,yes,yes,no,yes,no,no,month_to_month,yes,credit_card_automatic,90.55,2929.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,2929.75,94.50806451612904,2807.0499999999997,2.8296875,1,0,0,0,0.55,established_value,25_48_months,584.0,78.0,2010-03-31 12:21:00,2011-12-06 11:24:00,69.0,13454.0,22228.88,4.365702054794521,305.0,39.0,1.0,United Kingdom,0.0,0.7,22992.26,763.38,284.98564102564103,0.06678082191780822,1.1304347826086956,614.0,3.0,0.9959349593495935,0.15098039215686274,0.03897201203946958,0.658,0.5088,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,,cancellation_request,high,email,0.65,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.03125,0.03125,1.2116418527708852,0.5457,active_0_30_days
CUST0003789,5327-CNLUQ,male,0,yes,no,48,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,two_year,yes,bank_transfer_automatic,96.9,4473.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,4473.45,93.19687499999999,4651.200000000001,1.9775510204081634,0,0,1,0,0.2,high_value,25_48_months,129.0,9.0,2010-05-13 11:53:00,2011-11-18 10:05:00,9.0,1634.0,2146.41,2.3068992248062012,94.0,4.0,1.0,United Kingdom,9.0,0.6686046511627907,2171.76,25.349999999999998,238.49000000000004,0.031007751937984496,1.0,553.0,21.0,0.9715447154471545,0.01568627450980392,0.003763118805879463,0.5892,0.4434,3.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,4.0,4.0,8.683333333333334,8.683333333333334,2023-06-01 05:54:19,billing_inquiry,critical,social_media,0.65,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.385,1,1,0,0.061224489795918366,0.04081632653061224,10.355208333333332,0.5911,active_0_30_days
CUST0003790,5327-XOKKY,male,1,yes,no,72,yes,yes,dsl,no,no,yes,no,yes,yes,two_year,yes,credit_card_automatic,73.45,5329.0,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,5329.0,74.01388888888889,5288.400000000001,1.0061643835616438,0,0,1,1,0.2,high_value,49_plus_months,40.0,3.0,2010-05-05 09:35:00,2011-03-23 15:06:00,3.0,397.0,819.45,3.3924999999999996,36.0,0.0,1.0,United Kingdom,1.0,0.68875,819.45,0.0,273.15,0.0,1.0,322.0,260.0,0.6476964769647697,0.00392156862745098,0.0014366722599493697,0.3902,0.2931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,24.671296296296294,0.6772,inactive_90_plus_days
