unified_customer_id,telco_customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,is_churned,total_charges_missing_flag,customer_source_system,identity_resolution_method,identity_confidence_score
CUST0004398,6199-IPCAO,female,0,yes,yes,29,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,26.1,692.55,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004399,6199-IWKGC,female,1,yes,no,46,yes,yes,fiber_optic,no,no,no,yes,yes,yes,one_year,no,electronic_check,100.25,4753.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004400,6202-DYYFX,female,0,no,no,22,yes,yes,fiber_optic,no,no,no,no,no,no,one_year,yes,credit_card_automatic,76.0,1783.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004401,6202-JVYEU,male,0,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,electronic_check,19.9,164.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004402,6203-HBZPA,male,0,no,no,52,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_automatic,63.9,3334.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004403,6204-IEUXJ,female,0,no,no,3,yes,no,fiber_optic,no,no,yes,yes,no,no,month_to_month,no,credit_card_automatic,80.1,217.55,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004404,6207-WIOLX,female,0,yes,yes,25,no,no_phone_service,dsl,yes,yes,yes,no,yes,yes,month_to_month,yes,credit_card_automatic,58.6,1502.65,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004405,6210-KBBPI,male,1,no,no,9,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,credit_card_automatic,99.45,919.4,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004406,6211-WHMYA,female,1,no,no,64,no,no_phone_service,dsl,no,yes,no,yes,yes,no,month_to_month,yes,electronic_check,43.85,2751.0,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004407,6211-WWLTF,male,0,yes,no,63,yes,no,fiber_optic,yes,no,yes,no,yes,yes,two_year,no,credit_card_automatic,99.7,6330.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004408,6212-ATMLK,female,0,no,no,50,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,95.7,4729.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004409,6214-EDAKZ,female,0,yes,yes,22,yes,no,dsl,no,yes,no,yes,no,no,month_to_month,no,electronic_check,55.15,1206.05,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004410,6215-NQCPY,male,0,no,no,15,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month_to_month,yes,electronic_check,99.7,1566.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004411,6217-KDYWC,male,0,no,yes,57,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,19.6,1170.55,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004412,6217-TOWGS,female,0,yes,no,17,yes,yes,dsl,no,yes,no,no,yes,yes,month_to_month,yes,bank_transfer_automatic,75.4,1322.55,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004413,6218-KNUBD,male,0,no,no,6,yes,no,dsl,no,yes,no,no,yes,no,month_to_month,no,electronic_check,59.45,357.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004414,6221-AVQYL,male,0,no,no,2,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,credit_card_automatic,73.25,131.05,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004415,6223-DHJGV,female,0,no,no,42,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,20.65,958.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004416,6227-FBDXH,male,0,yes,no,69,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,no,bank_transfer_automatic,99.5,6841.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004417,6227-HWPWX,female,0,no,yes,15,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,bank_transfer_automatic,69.0,994.8,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004418,6229-LSCKB,male,1,no,no,6,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,79.7,497.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004419,6229-UOLQL,male,0,yes,yes,56,no,no_phone_service,dsl,yes,yes,no,yes,yes,no,one_year,yes,mailed_check,52.0,2884.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004420,6230-BSUXY,female,1,no,no,1,yes,no,fiber_optic,no,no,yes,no,no,yes,month_to_month,yes,electronic_check,85.0,85.0,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004421,6231-WFGFH,male,0,yes,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,20.5,77.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004422,6233-HXJMX,female,0,no,no,45,yes,yes,fiber_optic,no,no,yes,no,no,yes,month_to_month,yes,credit_card_automatic,89.3,4192.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004423,6234-PFPXL,male,0,yes,no,22,yes,yes,fiber_optic,yes,no,no,yes,yes,no,month_to_month,no,credit_card_automatic,95.9,2234.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004424,6234-RAAPL,female,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,no,yes,yes,no,two_year,no,bank_transfer_automatic,99.9,7251.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004425,6235-VDHOM,female,1,no,no,5,no,no_phone_service,dsl,no,yes,no,no,no,no,month_to_month,no,electronic_check,28.45,131.05,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004426,6240-EURKS,female,0,no,yes,18,no,no_phone_service,dsl,no,no,no,no,no,yes,month_to_month,yes,electronic_check,35.0,553.0,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004427,6242-FEGFD,male,0,yes,no,66,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,two_year,no,mailed_check,96.6,6424.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004428,6242-MBHPK,female,1,yes,no,23,yes,no,fiber_optic,yes,no,no,no,yes,yes,month_to_month,yes,electronic_check,95.1,2326.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004429,6242-SGYTS,male,0,yes,yes,62,yes,yes,fiber_optic,yes,yes,no,no,yes,no,one_year,yes,credit_card_automatic,94.95,5791.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004430,6243-OZGFH,female,0,no,no,23,no,no_phone_service,dsl,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,44.95,996.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004431,6244-BESBM,male,0,yes,yes,69,yes,no,fiber_optic,no,no,no,yes,yes,yes,two_year,yes,credit_card_automatic,95.2,6671.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004432,6248-BSHKG,male,0,yes,yes,61,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.4,1226.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004433,6248-TKCQV,female,0,yes,yes,70,yes,yes,dsl,yes,no,no,yes,yes,yes,two_year,yes,bank_transfer_automatic,80.6,5460.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004434,6250-CGGUN,male,0,no,no,54,yes,no,fiber_optic,yes,no,yes,yes,no,no,one_year,no,electronic_check,84.4,4484.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004435,6252-DFGTK,female,0,yes,no,37,yes,yes,dsl,yes,no,yes,yes,no,no,one_year,no,credit_card_automatic,68.1,2479.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004436,6253-GNHWH,female,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,no,no,two_year,no,mailed_check,71.1,5224.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004437,6253-WRFHY,male,0,yes,yes,13,yes,no,dsl,no,no,no,no,yes,yes,one_year,yes,electronic_check,64.75,877.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004438,6257-DTAYD,male,0,yes,no,71,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,two_year,yes,credit_card_automatic,104.15,7365.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004439,6257-RJOHI,male,0,no,no,4,yes,no,dsl,no,no,no,yes,no,no,month_to_month,yes,mailed_check,50.8,202.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004440,6258-NGCNG,male,0,no,no,7,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,23.5,173.0,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004441,6258-PVZWJ,male,0,yes,no,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_automatic,90.8,6302.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004442,6259-WJQLC,male,1,no,no,32,yes,yes,fiber_optic,no,no,yes,no,no,no,month_to_month,yes,credit_card_automatic,81.1,2619.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004443,6260-ONULR,male,0,no,no,1,yes,no,dsl,no,no,no,no,yes,yes,month_to_month,yes,mailed_check,62.8,62.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004444,6260-XLACS,male,0,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.7,117.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004445,6261-LHRTG,female,0,no,no,26,yes,no,dsl,no,yes,yes,no,no,no,month_to_month,yes,credit_card_automatic,54.75,1406.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004446,6261-RCVNS,female,0,no,no,42,yes,no,dsl,yes,yes,yes,yes,no,yes,one_year,no,credit_card_automatic,73.9,3160.55,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004447,6265-FRMTQ,male,0,no,no,31,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,20.4,609.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004448,6265-SXWBU,male,0,yes,yes,69,yes,yes,fiber_optic,no,yes,yes,no,yes,no,one_year,no,credit_card_automatic,95.75,6511.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004449,6266-QHOJZ,female,0,no,no,65,yes,yes,fiber_optic,yes,yes,no,yes,no,no,one_year,yes,electronic_check,89.85,5844.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004450,6267-DCFFZ,female,1,yes,no,30,yes,yes,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,electronic_check,90.05,2627.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004451,6270-OMFIW,male,0,yes,no,60,yes,no,fiber_optic,no,yes,no,no,yes,yes,one_year,yes,electronic_check,94.4,5610.25,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004452,6275-YDUVO,female,0,no,no,2,yes,no,fiber_optic,no,no,yes,no,no,yes,month_to_month,yes,mailed_check,86.2,178.7,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004453,6278-FEPBZ,female,0,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.25,186.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004454,6281-FKEWS,female,0,no,no,44,no,no_phone_service,dsl,no,no,yes,no,yes,yes,one_year,yes,electronic_check,49.05,2265.0,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004455,6283-GITPX,male,0,no,yes,71,yes,no,dsl,yes,yes,yes,yes,yes,no,two_year,yes,credit_card_automatic,76.9,5522.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004456,6284-AHOOQ,male,1,no,no,22,yes,yes,fiber_optic,no,no,no,yes,yes,no,month_to_month,yes,bank_transfer_automatic,90.5,1910.6,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004457,6284-KMNUF,female,0,yes,no,56,yes,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,yes,electronic_check,98.0,5270.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004458,6285-FTQBF,male,0,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,25.55,1867.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004459,6286-SUUWT,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.95,19.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004460,6286-ZHAOK,female,0,yes,yes,20,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,bank_transfer_automatic,25.55,507.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004461,6288-CHQJB,female,0,yes,yes,54,yes,no,dsl,yes,no,yes,yes,no,yes,two_year,no,bank_transfer_automatic,69.95,3871.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004462,6288-LBEAR,female,0,no,no,23,yes,no,fiber_optic,no,yes,no,yes,no,no,month_to_month,yes,mailed_check,79.1,1783.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004463,6289-CPNLD,male,0,yes,yes,33,yes,no,dsl,no,no,yes,yes,yes,yes,one_year,yes,mailed_check,73.9,2405.05,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004464,6292-TOSSS,male,0,no,no,50,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,24.9,1195.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004465,6295-OSINB,male,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,electronic_check,109.65,7880.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004466,6296-DDOOR,female,0,no,no,19,yes,no,dsl,no,yes,no,no,yes,no,one_year,no,electronic_check,58.2,1045.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004467,6297-NOOPG,female,0,yes,no,70,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,110.5,7752.05,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004468,6298-QDFNH,male,0,no,no,22,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,electronic_check,79.35,1730.35,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004469,6300-BWMJX,female,0,yes,no,59,yes,yes,fiber_optic,no,no,yes,yes,yes,no,month_to_month,no,electronic_check,93.35,5386.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004470,6302-JGYRJ,male,0,no,yes,31,yes,yes,dsl,no,yes,no,yes,yes,yes,one_year,yes,mailed_check,79.45,2587.7,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004471,6303-KFWSL,female,0,no,no,29,yes,yes,dsl,no,yes,no,no,no,no,one_year,yes,electronic_check,55.25,1620.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004472,6304-IJFSQ,male,0,no,no,3,yes,no,dsl,no,yes,no,no,no,no,month_to_month,yes,mailed_check,49.9,130.1,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004473,6305-YLBMM,male,0,no,no,69,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_automatic,104.05,7262.0,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004474,6308-CQRBU,female,0,yes,no,71,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,no,electronic_check,109.25,7707.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004475,6311-UEUME,female,0,no,no,29,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,78.9,2384.15,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004476,6313-GIDIT,male,1,no,no,53,no,no_phone_service,dsl,no,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,54.45,2854.55,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004477,6317-YPKDH,female,0,no,no,1,no,no_phone_service,dsl,no,yes,no,no,no,no,month_to_month,no,bank_transfer_automatic,29.95,29.95,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004478,6319-IEJWJ,male,0,yes,yes,20,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,90.2,1776.55,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004479,6319-QSUSR,female,0,no,yes,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,credit_card_automatic,19.7,216.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004480,6322-HRPFA,male,0,yes,yes,49,yes,no,dsl,yes,yes,no,yes,no,no,month_to_month,no,credit_card_automatic,59.6,2970.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004481,6322-PJJDJ,male,0,yes,no,49,yes,no,fiber_optic,no,yes,no,no,yes,yes,two_year,yes,electronic_check,94.8,4690.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004482,6323-AYBRX,male,0,no,no,59,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.35,1099.6,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004483,6326-MTTXK,male,0,no,no,8,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month_to_month,no,electronic_check,100.85,819.55,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004484,6328-ZPBGN,female,1,no,no,11,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,bank_transfer_automatic,95.15,997.65,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004485,6330-JKLPC,male,0,yes,no,11,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,bank_transfer_automatic,80.5,896.9,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004486,6331-EWIEB,male,0,no,no,20,yes,yes,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,85.25,1734.5,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004487,6331-LWDTQ,male,0,no,no,10,yes,yes,dsl,no,no,no,no,yes,yes,month_to_month,yes,credit_card_automatic,72.15,794.25,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004488,6332-FBZRI,male,0,yes,yes,67,yes,yes,dsl,yes,yes,yes,yes,no,no,one_year,yes,credit_card_automatic,69.35,4653.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004489,6333-YDVLT,male,0,no,no,65,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,one_year,yes,credit_card_automatic,110.0,7138.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004490,6338-AVWCY,male,0,no,no,3,no,no_phone_service,dsl,no,no,yes,no,yes,no,month_to_month,yes,mailed_check,40.15,130.75,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004491,6339-DKLMK,female,0,no,no,13,no,no_phone_service,dsl,no,yes,no,no,no,no,month_to_month,yes,electronic_check,31.65,389.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004492,6339-RZCBJ,male,0,no,no,48,yes,no,dsl,no,yes,yes,yes,yes,yes,two_year,no,credit_card_automatic,78.9,3771.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004493,6339-TBELP,male,0,no,no,71,yes,yes,fiber_optic,no,no,yes,yes,no,no,two_year,yes,credit_card_automatic,86.4,6172.0,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004494,6339-YPSAH,male,0,no,no,9,yes,no,fiber_optic,no,no,yes,no,no,no,month_to_month,yes,electronic_check,73.8,704.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004495,6340-DACFT,female,0,yes,yes,50,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,20.55,1070.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004496,6341-AEVKX,female,0,yes,no,62,yes,no,fiber_optic,yes,no,yes,yes,yes,yes,one_year,yes,electronic_check,104.3,6613.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004497,6341-JVQGF,female,0,yes,yes,31,yes,no,dsl,yes,no,yes,yes,yes,yes,one_year,yes,mailed_check,81.15,2545.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004498,6344-SFJVH,female,0,no,no,20,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,no,credit_card_automatic,24.9,505.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004499,6345-FZOQH,male,0,yes,no,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.9,1363.45,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004500,6345-HOVES,male,0,no,no,34,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,yes,bank_transfer_automatic,25.05,852.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004501,6345-ULYRW,male,1,yes,no,44,yes,yes,fiber_optic,no,yes,no,no,no,yes,one_year,no,mailed_check,88.4,3912.9,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004502,6347-DCUIK,male,0,no,no,10,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,74.15,811.8,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004503,6348-SNFUS,male,0,yes,yes,72,no,no_phone_service,dsl,yes,yes,yes,yes,no,yes,two_year,yes,credit_card_automatic,55.45,4179.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004504,6349-JDHQP,female,0,no,no,53,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,19.85,1049.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004505,6350-XFYGW,male,1,no,no,4,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,94.75,422.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004506,6351-SCJKT,male,0,no,no,3,no,no_phone_service,dsl,yes,no,yes,yes,no,no,month_to_month,no,mailed_check,41.35,107.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004507,6352-GIGGQ,male,0,no,no,67,yes,yes,dsl,yes,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_automatic,88.8,5903.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004508,6352-TWCAU,female,0,no,no,35,yes,yes,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,86.45,3029.1,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004509,6353-BRMMA,female,0,yes,yes,54,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,month_to_month,yes,bank_transfer_automatic,104.1,5645.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004510,6356-ELRKD,female,0,no,no,1,yes,no,fiber_optic,yes,no,no,no,yes,yes,month_to_month,yes,electronic_check,95.6,95.6,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004511,6357-JJPQT,female,0,no,no,3,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,80.5,232.35,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004512,6358-LYNGM,male,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,74.9,74.9,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004513,6360-SVNWV,female,1,no,no,31,yes,no,fiber_optic,yes,no,no,no,no,no,month_to_month,yes,credit_card_automatic,73.55,2094.65,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004514,6362-QHAFM,male,0,yes,no,42,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,yes,electronic_check,108.3,4586.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004515,6365-HITVU,female,0,yes,yes,71,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_automatic,87.25,6328.7,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004516,6365-MTGZX,male,0,no,no,24,yes,no,fiber_optic,no,no,no,yes,yes,yes,month_to_month,yes,electronic_check,96.0,2122.45,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004517,6366-XIVKZ,female,0,yes,yes,13,yes,no,dsl,yes,no,yes,no,no,yes,month_to_month,yes,mailed_check,63.15,816.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004518,6366-ZGQGL,male,0,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,no,bank_transfer_automatic,24.8,24.8,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004519,6368-NWMCE,female,0,no,no,38,yes,yes,dsl,no,yes,no,yes,no,yes,month_to_month,no,credit_card_automatic,68.15,2656.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004520,6368-TZZDT,male,0,yes,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,19.5,96.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004521,6369-MCAKO,female,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,89.05,6185.8,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
CUST0004522,6370-ZVHDV,female,0,yes,no,61,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,25.3,1554.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0
